都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
092088,,栃木県,小山市,荻原歯科クリニック,オギワラシカクリニック,無床診療所,間々田115,,36.2580240555555,139.776922,(0285)41-5858,,(0285)41-5858,,,,月火水木金土,0.375,0.791666666666667,日曜･祝日・木曜午後休診（土曜午後14：00～17：00）,対応不可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
092088,,栃木県,小山市,おやまモール歯科,オヤマモールシカ,無床診療所,立木934-1,ベイシア小山店敷地内,36.3287344166666,139.7895815,(0285)38-8353,,,,,,月火水木金土日,0.375,0.833333333333333,無休,20：00以降は大学病院等へ案内,歯科;小児歯科;歯科口腔外科,0,http://oydc.jp/,
092088,,栃木県,小山市,覚本歯科医院,カクモトシカイイン,無床診療所,駅南町3-26-18,,36.3032895555555,139.809523055555,(0285)27-8148,,(0285)27-0180,,,0930820550,月火水木金土,0.375,0.791666666666667,日曜･祝日休診,対応不可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,http://www.kakumotoshika.com/,
092088,,栃木県,小山市,きらり歯科,キラリシカ,無床診療所,西城南2-29-12,,36.2954269166666,139.803963166666,(0285)37-9366,,(0285)37-9363,,,0930821566,月火水金土,0.375,0.791666666666667,木(祝日のある週は診療)･日曜･祝日休診（土曜17：00まで）,対応不可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,https://www.kirari-shika.com,
092088,,栃木県,小山市,くまくぼ歯科医院,クマクボシカイイン,無床診療所,花垣町2-10-22,,36.3249293055555,139.809133777777,(0285)22-2008,,(0285)22-2048,,,0930820303,月火水木金土,0.354166666666667,0.770833333333333,日曜･祝日　水・土曜午後休診,,歯科;矯正歯科,0,,
092088,,栃木県,小山市,クロス歯科医院,クロスシカイイン,無床診療所,南小林651-1,,36.3247793611111,139.739681,(0285)38-0733,,(0285)38-2760,,,0930820667,月火木金土,0.375,0.75,水・日曜･祝日休診（土曜16：00まで）,対応不可,歯科;小児歯科;歯科口腔外科,0,,
092088,,栃木県,小山市,小林歯科医院,コバヤシシカイイン,無床診療所,天神町1-5-13,,36.3068609722222,139.798058472222,(0285)22-1208,,(0285)22-1293,,,0930830393,月火木金土,0.375,0.75,水･日曜･祝日・土曜午後休診,対応不可,歯科,0,,
092088,,栃木県,小山市,斎藤歯科クリニック,サイトウシカクリニック,無床診療所,駅南町1-12-6,,36.3050101111111,139.808100694444,(0285)27-1234,,(0285)27-3940,,,,月火水金土,0.375,0.78125,日曜･祝日（土曜18：15まで）,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,さかもと歯科医院,サカモトシカイイン,無床診療所,喜沢436-4,,36.3367896388888,139.825861138888,(0285)30-5418,,(0285)30-5418,3060005005176,医療法人社団渓泉会,0930830161,月火水金土,0.375,0.791666666666667,木・日曜･祝日休診,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,さくらのクリニック,サクラノクリニック,有床診療所,卒島244-1,,36.3383032222222,139.778376527777,(0285)37-1161,,(0285)37-1640,2060005009517,医療法人さくら会,0930830385,月火水木金土,0.375,0.75,日曜･祝日休診,対応不可,歯科;歯科口腔外科,19,,
092088,,栃木県,小山市,城南やぎ歯科医院,ジョウナンヤギシカイイン,無床診療所,東城南1-6-7,,36.2974625555555,139.812658444444,(0285)27-8049,,(0285)28-1677,8060005004842,医療法人城南やぎ歯科医院,0930830070,月火水木金土,0.375,0.770833333333333,日曜･祝日休診　第一日曜日　矯正診療のみ17：30まで）,緊急時19：00まで対応可,歯科;矯正歯科,0,https://business.google.com,
092088,,栃木県,小山市,城北歯科医院,ジョウホクシカイイン,無床診療所,城北2-14-7,,36.3268572777777,139.81786525,(0285)25-8049,,,9060005005162,医療法人社団悠徳会,0930830153,月火水金土,0.375,0.791666666666667,木･日曜･祝日（土曜は18：00まで）,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,関口歯科医院,セキグチシカイイン,無床診療所,横倉新田285-26,,36.2799481111111,139.824998,(0285)27-8911,,(0285)27-8911,,,0930820725,月火木金土,0.375,0.770833333333333,水･日曜･祝日休診（土曜日16：30まで）,対応不可,歯科;小児歯科;歯科口腔外科,0,,
092088,,栃木県,小山市,セレステデンタルクリニック,セレステデンタルクリニック,無床診療所,中久喜104-1,,36.3047412777777,139.841344611111,(0285)30-0690,,(0285)30-0691,,,0930830377,月火水木土,0.354166666666667,0.770833333333333,金・日曜･祝日休診（土曜17：30まで）,対応不可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,https://www.celeste-dc.com/,
092088,,栃木県,小山市,武沢歯科医院,タケザワシカイイン,無床診療所,暁3-6-1,,36.2549793888888,139.759753416666,(0285)45-5555,,(0285)45-7766,,,0930820840,月火木金土,0.375,0.791666666666667,水･日曜･祝日休診（土曜18：00まで）,対応不可,歯科一般,0,,
092088,,栃木県,小山市,たての歯科医院,タテノシカイイン,無床診療所,間々田1267,,36.2694857777777,139.767994,(0285)45-8211,,(0285)45-8241,,,0930820816,月火木金土,0.375,0.75,水･日曜･祝日休診（土曜16：00まで）,対応不可,歯科,0,,
092088,,栃木県,小山市,田中歯科医院,タナカシカイイン,無床診療所,喜沢189-6,,36.3337659722222,139.81576975,(0285)22-7701,,,,,,月火木金土,0.395833333333333,0.75,水･日曜･祝日休診　土曜17：00まで,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,たむら歯科医院,タムラシカイイン,無床診療所,中久喜1-4-12,,36.3189215277777,139.836012833333,(0285)22-6441,,(0285)22-4350,,,,月火木金土,0.395833333333333,0.791666666666667,水･日曜･祝日休診,対応不可,歯科;小児歯科;矯正歯科,0,,
092088,,栃木県,小山市,田村歯科医院,タムラシカイイン,無床診療所,若木町1-19-2,,36.3277693055555,139.804932888888,(0285)24-4180,,(0285)24-4158,,,0930820543,月火水金土,0.375,0.791666666666667,木･日曜･祝日休診,緊急時の電話対応可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,https://tamura-d.net/,
092088,,栃木県,小山市,丹野歯科医院,タンノシカイイン,無床診療所,宮本町3-8-29,,36.31032719444445),139.802401138888,(0285)22-0164,,(0285)22-0164,7060005005370,医療法人ゆたか会,0930830237,月火水金土,0.375,0.791666666666667,木･日曜･祝日休診（土曜17：30まで）,対応不可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,https://www.tanno-dental.com,
092088,,栃木県,小山市,角田歯科医院,ツノダシカイイン,無床診療所,城山町1-2-10,,36.3169020833333,139.799989861111,(0285)24-3138,,(0285)22-5612,,,0930820444,月火木金土,0.354166666666667,0.75,水(水を木に変更することあり)･日曜･祝日休診,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,てつか歯科医院,テツカシカイイン,無床診療所,三拝川岸176-1,,36.3549633611111,139.821631861111,(0285)25-7770,,(0285)25-8688,7000002044372,医療法人てつか歯科医院,0930830088,月火木金土,0.375,0.791666666666667,水（祝日のある週は診療）･日曜･祝日休診（土曜日は18：30まで）,電話対応可能な時間あり,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
092088,,栃木県,小山市,ともファミリー歯科,トモファミリーシカ,無床診療所,小山104-1,,36.2995397777777,139.819067555555,(0285)27-7100,,(0285)27-7130,,,0930821640,月火水金土,0.375,0.770833333333333,木・日曜･祝日休診（土曜14：30まで）,対応不可,歯科;歯科口腔外科;小児歯科;矯正歯科,0,https://tfdc.jp,
092088,,栃木県,小山市,長井歯科医院,ナガイシカイイン,無床診療所,花垣町2-9-31,,36.3223043333333,139.807326027777,(0285)22-1059,,(0285)22-1059,,,0930821178,月火木金土,0.375,0.791666666666667,水・日曜･祝日休診（土曜17：00まで）,電話対応可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,,
092088,,栃木県,小山市,永井歯科医院,ナガイシカイイン,無床診療所,南半田2041-5,,36.3670538888888,139.830184611111,(0285)25-4182,,(0285)25-4182,,,0930821210,月火木金土,0.375,0.791666666666667,水･日曜･祝日休診,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,なかの歯科医院,ナカノシカイイン,無床診療所,大行寺1027-3,,36.3174313888888,139.79234125,(0285)21-1182,,(0285)21-1183,,,0930821152,月火木金土,0.395833333333333,0.791666666666667,水･日曜･祝日休診（土曜17：00まで）,対応不可,歯科;小児歯科;歯科口腔外科,0,https://www.nakano-d-c.com,
092088,,栃木県,小山市,にへい矯正歯科医院,ニヘイキョウセイシカイイン,無床診療所,駅東通り1-3-3　,友井メディカルビル5F,36.3100882222222,139.806313805555,(0285)25-1884,,(0285)25-9284,,,0930821400,月火木金土,0.416666666666667,0.770833333333333,水･日曜･祝日休診,対応不可,矯正歯科,0,https://www.niheikyoseishika.com/,
092088,,栃木県,小山市,野中歯科医院,ノナカシカイイン,無床診療所,駅東通り1-6-11,野中ビル２F,36.3102645833333,139.807961,(0285)22-0263,,(0285)23-3308,,,0930821392,月火水金土,0.375,0.75,木･日曜･祝日休診,対応不可,歯科,0,,
092088,,栃木県,小山市,野村歯科医院,ノムラシイイン,無床診療所,雨ケ谷483-1,,36.2824640833333,139.814863361111,(0285)28-3456,,(0285)28-1867,,,0930821343,月火木金土,0.375,0.791666666666667,水･日曜･祝日休診,対応不可,歯科;小児歯科;矯正歯科;歯科口腔外科,0,nomurashika.jp,
092088,,栃木県,小山市,長谷部歯科,ハセベシカ,無床診療所,城東2-23-25,,36.3112316388888,139.815723222222,(0285)22-8511,,(0285)22-8511,,,,月火水金土,0.375,0.75,木･日曜･祝日休診,対応不可,歯科,0,,
092088,,栃木県,小山市,平山歯科医院,ヒラヤマシカイイン,無床診療所,西城南2-9-23,,36.2984872777777,139.804279805555,(0285)31-6118,,(0285)31-6117,,,0930821384,月火水金土,0.375,0.791666666666667,日曜･祝日・木曜休診（土曜18：00まで）,対応不可,歯科,0,,
092088,,栃木県,小山市,星野歯科医院,ホシノシカイイン,無床診療所,犬塚60-1,,36.3234795555555,139.832392361111,(0285)25-3532,,(0285)25-7918,3060005004830,医療法人社団星野会,0930830138,月火水金土,0.375,0.791666666666667,日曜･祝日・木曜休診（土曜18：00まで）木曜インプラントオペのみ可　,対応不可,一般歯科;小児歯科;審美歯科;歯科口腔外科,0,hoshinodental.com,
092088,,栃木県,小山市,前田歯科医院,マエダシカイイン,無床診療所,乙女2-30-31,,36.2590294722222,139.755124805555,(0285)45-8049,,(0285)45-8192,,,0930821285,月火木金土,0.375,0.791666666666667,水･日曜･祝日休診（土曜18：00まで）,対応不可,歯科,0,,
092088,,栃木県,小山市,町田歯科医院,マチダシカイイン,無床診療所,神鳥谷1853-15,,36.2893751666666,139.804407138888,(0285)28-0339,,,,,,月火木金土,0.375,0.75,水･日曜･祝日休診,緊急時のみ19:00迄電話対応可,歯科;小児歯科,0,,
092088,,栃木県,小山市,松田歯科医院,マツダシカイイン,無床診療所,八幡町2-11-11,,36.3066574444444,139.797162,(0285)25-3315,,(0285)25-3315,,,0930820519,月火木金土,0.375,0.75,水･日曜･祝日休診（土曜15：30まで）,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,まつや歯科医院,マツヤシカイイン,無床診療所,粟宮1006-3,,36.2869775555555,139.783258777777,(0285)45-1541,,,,,0930820717,月火水金土,0.371527777777778,0.770833333333333,日曜･祝日・木曜・土曜午後休診,休日（緊急時のみ）8：00～9：00電話対応可,歯科,0,matsuya-dc@nifty.com,
092088,,栃木県,小山市,宮田歯科医院,ミヤタシカイイン,無床診療所,犬塚1-12-7,,36.3091258333333,139.828950694444,(0285)24-3718,,(0285)25-7671,,,0930820865,月火水金土,0.375,0.791666666666667,木(祝日のある週は診療)･日曜･祝日休診（土曜18：00まで）,緊急時のみ20：00まで電話対応可,歯科;小児歯科,0,,
092088,,栃木県,小山市,柳歯科医院,ヤナギシカイイン,無床診療所,神鳥谷1-13-23,,36.30111525,139.7925335,(0285)23-7377,,,,,,月火木金土,0.375,0.708333333333333,水･日曜･祝日・土曜午後休診,対応不可,歯科,0,,
092088,,栃木県,小山市,山田歯科,ヤマダシカ,無床診療所,駅東通り1-33-13,,36.3092549444444,139.812860222222,(0285)23-1333,,(0285)22-6655,9060005007530,医療法人加賀屋,0930830278,月火木金土,0.375,0.791666666666667,水(祝日のある週は診療)･日曜･祝日休診（土曜18：00まで）,緊急時のみ8：00～9：00と19：00まで（診療日の水・土曜は18：00まで対応可）,歯科;矯正歯科;小児歯科,0,,
092088,,栃木県,小山市,やまなか歯科,ヤマナカシカ,無床診療所,塚崎780,,36.2649790833333,139.811914388888,(0285)28-0005,,(0285)28-0017,,,0930821608,月火水金土,0.375,0.791666666666667,木･日曜･祝日休診,対応不可,歯科;小児歯科,0,,
092088,,栃木県,小山市,吉浜歯科,ヨシハマシカ,無床診療所,土塔247-27,,36.3017646666666,139.827130388888,(0285)28-7555,,(0285)28-7555,,,0930821426,月火水金土,0.375,0.75,木・日曜･祝日休診,対応不可,歯科,0,,
092088,,栃木県,小山市,ワカナ歯科,ワカナシカダイニシンリョウジョ,無床診療所,城東3-24-3,,36.3144095833333,139.817686777777,(0285)25-0328,,(0285)23-8085,5060005004861,医療法人社団孝仁会,0930830146,月火木金土,0.375,0.791666666666667,水(祝日のある週は診療)･日曜･祝日休診,対応不可,歯科,0,http://www.wakana-dc.jp,
